drugs_name,drugs_slug,diseases_name,diseases_slug,createdAt,updatedAt
Xanax,xanax,3</span> users found this comment helpful.,3-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Risperdal,risperdal,Head Injury,head-injury,2022/05/25 14:48:28,2022/05/25 14:48:28
D.H.E. 45,d-h-e-45,Cluster Headaches,cluster-headaches,2022/05/25 14:48:28,2022/05/25 14:48:28
Immune globulin intravenous,immune-globulin-intravenous,Anti NMDA Receptor Encephalitis,anti-nmda-receptor-encephalitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Iron polysaccharide,iron-polysaccharide,Iron Deficiency Anemia,iron-deficiency-anemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Cytomel,cytomel,"Hypothyroidism, After Thyroid Removal",hypothyroidism-after-thyroid-removal,2022/05/25 14:48:28,2022/05/25 14:48:28
Advil,advil,Muscle Pain,muscle-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Calan SR,calan-sr,Migraine Prevention,migraine-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Penicillin VK,penicillin-vk,Strep Throat,strep-throat,2022/05/25 14:48:28,2022/05/25 14:48:28
Modafinil,modafinil,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Metronidazole,metronidazole,Surgical Prophylaxis,surgical-prophylaxis,2022/05/25 14:48:28,2022/05/25 14:48:28
Septra DS,septra-ds,Otitis Media,otitis-media,2022/05/25 14:48:28,2022/05/25 14:48:28
Doral,doral,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Abatacept,abatacept,Juvenile Idiopathic Arthritis,juvenile-idiopathic-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Ketorolac,ketorolac,Postoperative Ocular Inflammation,postoperative-ocular-inflammation,2022/05/25 14:48:28,2022/05/25 14:48:28
Depo-Provera,depo-provera,"Endometrial Hyperplasia, Prophylaxis",endometrial-hyperplasia-prophylaxis,2022/05/25 14:48:28,2022/05/25 14:48:28
Medrol,medrol,"Gout, Acute",gout-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Adderall XR,adderall-xr,Narcolepsy,narcolepsy,2022/05/25 14:48:28,2022/05/25 14:48:28
Efavirenz / emtricitabine / tenofovir,efavirenz-emtricitabine-tenofovir,Nonoccupational Exposure,nonoccupational-exposure,2022/05/25 14:48:28,2022/05/25 14:48:28
Proctofoam,proctofoam,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Divigel,divigel,Postmenopausal Symptoms,postmenopausal-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
IBU,ibu,Rheumatoid Arthritis,rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
NovoLog Mix 70 / 30,novolog-mix-70-30,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Moxeza,moxeza,"Conjunctivitis, Bacterial",conjunctivitis-bacterial,2022/05/25 14:48:28,2022/05/25 14:48:28
Budeprion XL,budeprion-xl,9</span> users found this comment helpful.,9-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Taxotere,taxotere,"Breast Cancer, Metastatic",breast-cancer-metastatic,2022/05/25 14:48:28,2022/05/25 14:48:28
Azithromycin Dose Pack,azithromycin-dose-pack,Chlamydia Infection,chlamydia-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Mirena,mirena,3</span> users found this comment helpful.,3-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Dibucaine,dibucaine,"Burns, External",burns-external,2022/05/25 14:48:28,2022/05/25 14:48:28
Mysoline,mysoline,Benign Essential Trem,benign-essential-trem,2022/05/25 14:48:28,2022/05/25 14:48:28
Fanapt,fanapt,Bipolar Disorde,bipolar-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Aspirin / chlorpheniramine / phenylephrine,aspirin-chlorpheniramine-phenylephrine,Sinus Symptoms,sinus-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Auryxia,auryxia,Hyperphosphatemia of Renal Failure,hyperphosphatemia-of-renal-failure,2022/05/25 14:48:28,2022/05/25 14:48:28
Sansert,sansert,Migraine,migraine,2022/05/25 14:48:28,2022/05/25 14:48:28
Arixtra,arixtra,Deep Vein Thrombosis,deep-vein-thrombosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Otrexup,otrexup,Rheumatoid Arthritis,rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Isosorbide dinitrate,isosorbide-dinitrate,Angina,angina,2022/05/25 14:48:28,2022/05/25 14:48:28
Sterapred DS,sterapred-ds,Cluster Headaches,cluster-headaches,2022/05/25 14:48:28,2022/05/25 14:48:28
Minipress,minipress,Benign Prostatic Hyperplasia,benign-prostatic-hyperplasia,2022/05/25 14:48:28,2022/05/25 14:48:28
Dibucaine,dibucaine,Anal Itching,anal-itching,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluoxetine,fluoxetine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Elavil,elavil,Cyclic Vomiting Syndrome,cyclic-vomiting-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Rocephin,rocephin,Bronchitis,bronchitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Strattera,strattera,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Methamphetamine,methamphetamine,Obesity,obesity,2022/05/25 14:48:28,2022/05/25 14:48:28
Integra F,integra-f,Anemia,anemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Aflibercept,aflibercept,Diabetic Macular Edema,diabetic-macular-edema,2022/05/25 14:48:28,2022/05/25 14:48:28
Cranberry,cranberry,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Benadryl Allergy,benadryl-allergy,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Chorionic gonadotropin (hcg),chorionic-gonadotropin-hcg-,"Hypogonadism, Male",hypogonadism-male,2022/05/25 14:48:28,2022/05/25 14:48:28
Vivactil,vivactil,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
L-Carnitine,l-carnitine,Peripheral Neuropathy,peripheral-neuropathy,2022/05/25 14:48:28,2022/05/25 14:48:28
Trusopt,trusopt,"Glaucoma, Open Angle",glaucoma-open-angle,2022/05/25 14:48:28,2022/05/25 14:48:28
Prozac,prozac,72</span> users found this comment helpful.,72-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Rayos,rayos,Inflammatory Conditions,inflammatory-conditions,2022/05/25 14:48:28,2022/05/25 14:48:28
Conjugated estrogens,conjugated-estrogens,Primary Ovarian Failure,primary-ovarian-failure,2022/05/25 14:48:28,2022/05/25 14:48:28
Gildess Fe 1 / 20,gildess-fe-1-20,1</span> users found this comment helpful.,1-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Ultram ER,ultram-er,Restless Legs Syndrome,restless-legs-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Orvaten,orvaten,Postural Orthostatic Tachycardia Syndrome,postural-orthostatic-tachycardia-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Luvox,luvox,16</span> users found this comment helpful.,16-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Metronidazole,metronidazole,Deep Neck Infection,deep-neck-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluocinolone,fluocinolone,Lichen Sclerosus,lichen-sclerosus,2022/05/25 14:48:28,2022/05/25 14:48:28
Vitamin B12,vitamin-b12,Vitamin B12 Deficiency,vitamin-b12-deficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
Ginseng,ginseng,Herbal Supplementation,herbal-supplementation,2022/05/25 14:48:28,2022/05/25 14:48:28
Acidophilus,acidophilus,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Ortho Tri-Cyclen Lo,ortho-tri-cyclen-lo,18</span> users found this comment helpful.,18-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
EnLyte,enlyte,Vitamin/Mineral Supplementation and Deficiency,vitamin-mineral-supplementation-and-deficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluocinonide,fluocinonide,Atopic Dermatitis,atopic-dermatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Liraglutide,liraglutide,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Aristocort,aristocort,Gouty Arthritis,gouty-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Proctofoam HC,proctofoam-hc,Hemorrhoids,hemorrhoids,2022/05/25 14:48:28,2022/05/25 14:48:28
Motofen,motofen,"Diarrhea, Acute",diarrhea-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Senna,senna,Bowel Preparation,bowel-preparation,2022/05/25 14:48:28,2022/05/25 14:48:28
Warfarin,warfarin,Heart Failure,heart-failure,2022/05/25 14:48:28,2022/05/25 14:48:28
Botox,botox,Urinary Incontinence,urinary-incontinence,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydroxychloroquine,hydroxychloroquine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Ciprodex,ciprodex,1</span> users found this comment helpful.,1-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxylamine,doxylamine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Oxyfast,oxyfast,Chronic Pain,chronic-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Eylea,eylea,Macular Degeneration,macular-degeneration,2022/05/25 14:48:28,2022/05/25 14:48:28
Xanax XR,xanax-xr,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Viibryd,viibryd,14</span> users found this comment helpful.,14-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Ex-Lax Maximum Relief Formula,ex-lax-maximum-relief-formula,Constipation,constipation,2022/05/25 14:48:28,2022/05/25 14:48:28
Tandem,tandem,Iron Deficiency Anemia,iron-deficiency-anemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Cardizem CD,cardizem-cd,Supraventricular Tachycardia,supraventricular-tachycardia,2022/05/25 14:48:28,2022/05/25 14:48:28
Norditropin,norditropin,Adult Human Growth Hormone Deficiency,adult-human-growth-hormone-deficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
Seasonique,seasonique,3</span> users found this comment helpful.,3-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Indomethacin,indomethacin,Bursitis,bursitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Benzoyl peroxide,benzoyl-peroxide,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Temovate,temovate,Psoriasis,psoriasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Fexofenadine,fexofenadine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Sanctura XR,sanctura-xr,Overactive Bladde,overactive-bladde,2022/05/25 14:48:28,2022/05/25 14:48:28
Herceptin,herceptin,"Breast Cancer, Metastatic",breast-cancer-metastatic,2022/05/25 14:48:28,2022/05/25 14:48:28
Cholestyramine,cholestyramine,Crohn's Disease,crohn-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Latuda,latuda,8</span> users found this comment helpful.,8-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Provigil,provigil,ADHD,adhd,2022/05/25 14:48:28,2022/05/25 14:48:28
Fragmin,fragmin,4</span> users found this comment helpful.,4-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Citalopram,citalopram,Persistent Depressive Disorde,persistent-depressive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydrocortisone / pramoxine,hydrocortisone-pramoxine,Dermatitis,dermatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Amitriptyline,amitriptyline,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Chondroitin / glucosamine,chondroitin-glucosamine,Osteoarthritis,osteoarthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Wal-finate,wal-finate,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Bicillin L-A,bicillin-l-a,Bacterial Infection,bacterial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Cryselle,cryselle,20</span> users found this comment helpful.,20-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Mefenamic acid,mefenamic-acid,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Taxol,taxol,Breast Cance,breast-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Fleet Enema,fleet-enema,Bowel Preparation,bowel-preparation,2022/05/25 14:48:28,2022/05/25 14:48:28
Remeron,remeron,16</span> users found this comment helpful.,16-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Levothroid,levothroid,"Hypothyroidism, After Thyroid Removal",hypothyroidism-after-thyroid-removal,2022/05/25 14:48:28,2022/05/25 14:48:28
D3,d3,Vitamin D Deficiency,vitamin-d-deficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
Nardil,nardil,Migraine Prevention,migraine-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Prilosec,prilosec,Helicobacter Pylori Infection,helicobacter-pylori-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Doans Pills Extra Strength,doans-pills-extra-strength,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Eliquis,eliquis,Pulmonary Embolism,pulmonary-embolism,2022/05/25 14:48:28,2022/05/25 14:48:28
Cymbalta,cymbalta,6</span> users found this comment helpful.,6-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Purinethol,purinethol,Autoimmune Hepatitis,autoimmune-hepatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Celexa,celexa,Post Traumatic Stress Disorde,post-traumatic-stress-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Valacyclovir,valacyclovir,Varicella-Zoste,varicella-zoste,2022/05/25 14:48:28,2022/05/25 14:48:28
Cholestyramine,cholestyramine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Prilosec,prilosec,Duodenal Ulce,duodenal-ulce,2022/05/25 14:48:28,2022/05/25 14:48:28
Decadron,decadron,Croup,croup,2022/05/25 14:48:28,2022/05/25 14:48:28
DesOwen,desowen,Eczema,eczema,2022/05/25 14:48:28,2022/05/25 14:48:28
Microgestin 1.5 / 30,microgestin-1-5-30,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Dupilumab,dupilumab,Atopic Dermatitis,atopic-dermatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Tums Smoothies,tums-smoothies,Indigestion,indigestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Phentercot,phentercot,Weight Loss,weight-loss,2022/05/25 14:48:28,2022/05/25 14:48:28
Selegiline,selegiline,Major Depressive Disorde,major-depressive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Zithromax,zithromax,Bacterial Endocarditis Prevention,bacterial-endocarditis-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Sulfasalazine,sulfasalazine,Juvenile Rheumatoid Arthritis,juvenile-rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Ipratropium Inhalation Solution,ipratropium-inhalation-solution,Asthma,asthma,2022/05/25 14:48:28,2022/05/25 14:48:28
Asacol HD,asacol-hd,Ulcerative Colitis,ulcerative-colitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Indocin,indocin,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxy 100,doxy-100,Chlamydia Infection,chlamydia-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Senna Lax,senna-lax,Constipation,constipation,2022/05/25 14:48:28,2022/05/25 14:48:28
Junel Fe 1 / 20,junel-fe-1-20,Gonadotropin Inhibition,gonadotropin-inhibition,2022/05/25 14:48:28,2022/05/25 14:48:28
Chateal,chateal,5</span> users found this comment helpful.,5-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Mucinex,mucinex,12</span> users found this comment helpful.,12-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Afrin 4 Hour Extra Moisturizing,afrin-4-hour-extra-moisturizing,Nasal Congestion,nasal-congestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Oxcarbazepine,oxcarbazepine,Cyclothymic Disorde,cyclothymic-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Glucophage XR,glucophage-xr,Polycystic Ovary Syndrome,polycystic-ovary-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Afrin NoDrip Sinus,afrin-nodrip-sinus,Nasal Congestion,nasal-congestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Accutane,accutane,3</span> users found this comment helpful.,3-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Skeeter Stik,skeeter-stik,Pruritus,pruritus,2022/05/25 14:48:28,2022/05/25 14:48:28
Trastuzumab,trastuzumab,"Breast Cancer, Metastatic",breast-cancer-metastatic,2022/05/25 14:48:28,2022/05/25 14:48:28
Ortho-Novum 1 / 35,ortho-novum-1-35,Acne,acne,2022/05/25 14:48:28,2022/05/25 14:48:28
Iohexol,iohexol,Body Imaging,body-imaging,2022/05/25 14:48:28,2022/05/25 14:48:28
Hydrocortisone,hydrocortisone,Inflammatory Conditions,inflammatory-conditions,2022/05/25 14:48:28,2022/05/25 14:48:28
Simethicone,simethicone,unctional Gastric Disorde,unctional-gastric-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Gleevec,gleevec,Chronic Eosinophilic Leukemia,chronic-eosinophilic-leukemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Duloxetine,duloxetine,Urinary Incontinence,urinary-incontinence,2022/05/25 14:48:28,2022/05/25 14:48:28
Lamotrigine,lamotrigine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Depakene,depakene,Seizure Prevention,seizure-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Zyprexa,zyprexa,6</span> users found this comment helpful.,6-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
S-adenosylmethionine,s-adenosylmethionine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Ofloxacin,ofloxacin,Traveler's Diarrhea,traveler-s-diarrhea,2022/05/25 14:48:28,2022/05/25 14:48:28
Cardizem LA,cardizem-la,Atrial Fibrillation,atrial-fibrillation,2022/05/25 14:48:28,2022/05/25 14:48:28
Aldactazide,aldactazide,High Blood Pressure,high-blood-pressure,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetylcysteine,acetylcysteine,Acetaminophen Overdose,acetaminophen-overdose,2022/05/25 14:48:28,2022/05/25 14:48:28
Atropine,atropine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Nevanac,nevanac,Postoperative Ocular Inflammation,postoperative-ocular-inflammation,2022/05/25 14:48:28,2022/05/25 14:48:28
Clindamax,clindamax,Bacterial Vaginitis,bacterial-vaginitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Feraheme,feraheme,Iron Deficiency Anemia,iron-deficiency-anemia,2022/05/25 14:48:28,2022/05/25 14:48:28
Pepcid AC Chewable Tablets,pepcid-ac-chewable-tablets,GERD,gerd,2022/05/25 14:48:28,2022/05/25 14:48:28
Esomeprazole,esomeprazole,Duodenal Ulcer Prophylaxis,duodenal-ulcer-prophylaxis,2022/05/25 14:48:28,2022/05/25 14:48:28
Melquin HP,melquin-hp,Dermatological Disorders,dermatological-disorders,2022/05/25 14:48:28,2022/05/25 14:48:28
VisRx Dose Pack,visrx-dose-pack,Sinus Symptoms,sinus-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Praziquantel,praziquantel,"Paragonimus westermani, Lung Fluke",paragonimus-westermani-lung-fluke,2022/05/25 14:48:28,2022/05/25 14:48:28
Desyrel Dividose,desyrel-dividose,Sedation,sedation,2022/05/25 14:48:28,2022/05/25 14:48:28
Lo / Ovral-28,lo-ovral-28,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Lantus Solostar,lantus-solostar,"Diabetes, Type 1",diabetes-type-1,2022/05/25 14:48:28,2022/05/25 14:48:28
Penicillin v potassium,penicillin-v-potassium,Pneumonia,pneumonia,2022/05/25 14:48:28,2022/05/25 14:48:28
Exalgo,exalgo,41</span> users found this comment helpful.,41-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Gablofen,gablofen,Chronic Spasticity,chronic-spasticity,2022/05/25 14:48:28,2022/05/25 14:48:28
Atrovent,atrovent,"COPD, Maintenance",copd-maintenance,2022/05/25 14:48:28,2022/05/25 14:48:28
Omnicef,omnicef,Strep Throat,strep-throat,2022/05/25 14:48:28,2022/05/25 14:48:28
Norfloxacin,norfloxacin,Bladder Infection,bladder-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Ibuprofen,ibuprofen,Temporomandibular Joint Disorde,temporomandibular-joint-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Clopidogrel,clopidogrel,Acute Coronary Syndrome,acute-coronary-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Maprotiline,maprotiline,Panic Disorde,panic-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Efudex,efudex,Actinic Keratosis,actinic-keratosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Clinoril,clinoril,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Aventyl Hydrochloride,aventyl-hydrochloride,Vulvodynia,vulvodynia,2022/05/25 14:48:28,2022/05/25 14:48:28
Zonegran,zonegran,Benign Essential Trem,benign-essential-trem,2022/05/25 14:48:28,2022/05/25 14:48:28
Nasarel,nasarel,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
M-End PE,m-end-pe,Cough and Nasal Congestion,cough-and-nasal-congestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Rabeprazole,rabeprazole,Duodenal Ulce,duodenal-ulce,2022/05/25 14:48:28,2022/05/25 14:48:28
Maxair,maxair,"Asthma, Maintenance",asthma-maintenance,2022/05/25 14:48:28,2022/05/25 14:48:28
Biaxin,biaxin,4</span> users found this comment helpful.,4-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Cefzil,cefzil,Bronchitis,bronchitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Paroxetine,paroxetine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Alpha 1-proteinase inhibitor,alpha-1-proteinase-inhibitor,Alpha-1 Proteinase Inhibitor Deficiency,alpha-1-proteinase-inhibitor-deficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
